# concept_id	category	preferred_zh	preferred_en	preferred_abbr	status	notes	source
# - concept_id: stable id, lowercase with hyphens, e.g. neutral-beam-injection
# - preferred_en MAY be a phrase (registry-level concept name). IME export must split into tokens.
# - status: active|deprecated|draft
# - source: corpus|GB/T-4960.9|ITER-glossary|IAEA-safety-glossary (provenance of the term)
anomalous-transport	concept	反常输运	anomalous transport		active	Plasma transport exceeding neoclassical predictions, driven by turbulence	corpus
# ==== Batch 10: Micro-instabilities & Turbulent Transport ====
itg-mode	concept	离子温度梯度模	ion temperature gradient mode	ITG	active	Micro-instability driven by ion temperature gradient, major ion heat transport driver	corpus
tem	concept	俘获电子模	trapped electron mode	TEM	active	Micro-instability driven by trapped electrons in magnetic wells	corpus
etg-mode	concept	电子温度梯度模	electron temperature gradient mode	ETG	active	Micro-instability at electron gyroradius scale driving electron heat transport	corpus
drift-wave	concept	漂移波	drift wave		active	Low-frequency wave in magnetized plasma driven by density/temperature gradients	corpus
peeling-ballooning-mode	concept	剥离-气球模	peeling-ballooning mode		active	MHD instability coupling peeling and ballooning modes, triggers ELMs	corpus
micro-tearing-mode	concept	微撕裂模	micro-tearing mode		active	Gyroradius-scale tearing instability contributing to electron heat transport	corpus
kbm	concept	动理学气球模	kinetic ballooning mode	KBM	active	Kinetic extension of ideal ballooning mode important at high beta	corpus
# ==== Batch 11: Heating & Current Drive Hardware ====
gyrotron	device	回旋管	gyrotron		active	High-power microwave source for ECRH/ECCD systems	corpus
klystron	device	速调管	klystron		active	Vacuum tube RF power amplifier used in LHCD and ICRH systems	corpus
negative-ion-source	device	负离子源	negative ion source		active	Ion source producing negative hydrogen/deuterium ions for high-energy NBI	corpus
waveguide	system	波导	waveguide		active	Metallic structure for transmitting microwave/RF power to the plasma	corpus
icrf-antenna	device	离子回旋天线	ICRF antenna		active	Antenna structure coupling RF power to plasma at ion cyclotron frequency	corpus
eccd	method	电子回旋电流驱动	electron cyclotron current drive	ECCD	active	Localized non-inductive current drive via ECRH power	corpus
current-drive-efficiency	metric	电流驱动效率	current drive efficiency		active	Ratio of driven current to injected power, key figure of merit for steady-state	corpus
power-deposition-profile	concept	功率沉积分布	power deposition profile		active	Spatial distribution of externally deposited heating power in plasma	corpus
helicon-current-drive	method	螺旋波电流驱动	helicon current drive		active	Non-inductive current drive using helicon waves in the lower hybrid range	corpus
# ==== Batch 12: Divertor Configurations & Advanced Divertor ====
divertor-target	system	偏滤器靶板	divertor target		active	Plasma-facing surface receiving particle and heat flux from scrape-off layer	corpus
strike-point	concept	打击点	strike point		active	Location where the separatrix intersects the divertor target	corpus
double-null	concept	双零位形	double-null		active	Divertor configuration with two X-points (upper and lower)	corpus
single-null	concept	单零位形	single-null		active	Standard divertor configuration with one X-point	corpus
snowflake-divertor	concept	雪花偏滤器	snowflake divertor		active	Advanced divertor with second-order null point splitting heat flux	corpus
super-x-divertor	concept	Super-X偏滤器	Super-X divertor		active	Extended-leg divertor increasing target radius for heat flux reduction	corpus
long-leg-divertor	concept	长腿偏滤器	long-leg divertor		active	Divertor with extended outer leg to increase radiation volume	corpus
baffle	system	挡板	baffle		active	Structure in divertor region controlling neutral particle flow	corpus
private-flux-region	concept	私有磁通区	private flux region		active	Magnetic flux region below the X-point between inner and outer divertor legs	corpus
marfe	concept	MARFE	MARFE		active	Multifaceted asymmetric radiation from the edge, poloidally localized radiation instability	corpus
flux-expansion	concept	磁通膨胀	flux expansion		active	Geometric spreading of magnetic flux tubes, used to reduce target heat flux	corpus
# ==== Batch 13: Materials & Radiation Damage ====
irradiation-embrittlement	concept	辐照脆化	irradiation embrittlement		active	Degradation of material ductility and toughness under neutron irradiation	corpus
void-swelling	concept	辐照肿胀	void swelling		active	Volume increase in materials due to vacancy clustering under irradiation	corpus
helium-embrittlement	concept	氦脆	helium embrittlement		active	Grain boundary weakening from helium bubble accumulation via transmutation	corpus
creep	concept	蠕变	creep		active	Time-dependent plastic deformation under sustained stress at elevated temperature	corpus
fatigue-life	metric	疲劳寿命	fatigue life		active	Number of load cycles to failure, critical for pulsed fusion operation	corpus
activation-product	concept	活化产物	activation product		active	Radioactive nuclides produced by neutron activation of structural materials	corpus
cucrzr	material	CuCrZr	CuCrZr		active	Precipitation-hardened copper alloy used as heat sink in plasma-facing components	corpus
tungsten-monoblock	system	钨单块	tungsten monoblock		active	Standard PFC design with tungsten armor bonded to CuCrZr heat sink	corpus
f82h	material	F82H	F82H		active	Japanese reduced-activation ferritic/martensitic steel for fusion blankets	corpus
plasma-sprayed-tungsten	method	等离子喷涂钨	plasma-sprayed tungsten		active	Coating technique depositing tungsten on first wall substrates	corpus
# ==== Batch 14: Tritium Cycle & Fuel Handling ====
cryogenic-distillation	method	低温蒸馏	cryogenic distillation		active	Primary hydrogen isotope separation method using boiling point differences	corpus
tritium-accountancy	concept	氚衡算	tritium accountancy		active	Quantitative tracking of tritium inventory for nuclear safeguards	corpus
tritium-permeation-barrier	system	氚渗透阻挡层	tritium permeation barrier	TPB	active	Coating preventing tritium permeation through structural materials	corpus
burn-fraction	metric	燃烧份额	burn fraction		active	Fraction of injected fuel consumed per plasma pass	corpus
palladium-membrane-reactor	device	钯膜反应器	palladium membrane reactor		active	Device using palladium membrane for selective hydrogen isotope separation	corpus
metal-hydride-bed	device	金属氢化物床	metal hydride bed		active	Storage and recovery system using reversible metal-hydrogen reactions	corpus
tcap	method	热循环吸收工艺	thermal cycling absorption process	TCAP	active	Hydrogen isotope separation process using thermal cycling on metal hydrides	corpus
fuel-pellet	concept	燃料芯块	fuel pellet		active	Frozen hydrogen isotope pellet for plasma fueling via pellet injection	corpus
fueling-efficiency	metric	加料效率	fueling efficiency		active	Fraction of injected fuel reaching the plasma core	corpus
# ==== Batch 15: Diagnostic Systems ====
rogowski-coil	diagnostic	罗戈夫斯基线圈	Rogowski coil		active	Toroidal pickup coil measuring plasma current	corpus
mirnov-coil	diagnostic	米尔诺夫线圈	Mirnov coil		active	Magnetic pickup coil array for MHD fluctuation diagnostics	corpus
magnetic-flux-loop	diagnostic	磁通环	magnetic flux loop		active	Loop measuring poloidal magnetic flux for equilibrium reconstruction	corpus
diamagnetic-loop	diagnostic	抗磁环	diamagnetic loop		active	Diagnostic measuring plasma stored energy via diamagnetic effect	corpus
beam-emission-spectroscopy	diagnostic	束发射光谱	beam emission spectroscopy	BES	active	Diagnostic measuring density fluctuations via neutral beam fluorescence	corpus
ir-thermography	diagnostic	红外热成像	IR thermography		active	Infrared imaging of plasma-facing component surface temperatures	corpus
doppler-backscattering	diagnostic	多普勒背散射	Doppler backscattering	DBS	active	Microwave diagnostic measuring turbulence flow velocity and density fluctuations	corpus
neutron-activation-system	diagnostic	中子活化系统	neutron activation system	NAS	active	Diagnostic calibrating fusion neutron yield via activation foils	corpus
phase-contrast-imaging	diagnostic	相衬成像	phase contrast imaging	PCI	active	Laser diagnostic measuring line-integrated density fluctuations	corpus
ece-imaging	diagnostic	ECE成像	ECE imaging	ECEI	active	2D electron temperature fluctuation diagnostic extending conventional ECE	corpus
# ==== Batch 16: Reactor Engineering & Neutronics ====
neutronics	concept	中子学	neutronics		active	Study of neutron transport, shielding, activation and breeding in fusion reactors	corpus
thermal-hydraulics	concept	热工水力	thermal hydraulics		active	Analysis of heat transfer and fluid flow in fusion cooling systems	corpus
halo-current	concept	晕电流	halo current		active	Current flowing through SOL and vessel structures during disruptions	corpus
eddy-current	concept	涡流	eddy current		active	Induced current in conducting structures from transient magnetic field changes	corpus
port-plug	system	窗口模块	port plug		active	Integrated assembly inserted into vacuum vessel port for diagnostics or heating	corpus
equatorial-port	system	赤道窗口	equatorial port		active	Vacuum vessel port at the midplane for major system access	corpus
cryopump	device	低温泵	cryopump		active	Vacuum pump using cryogenic surfaces to capture gas molecules	corpus
blanket-module	system	包层模块	blanket module		active	Replaceable blanket unit for tritium breeding and neutron shielding	corpus
divertor-cassette	system	偏滤器卡匣	divertor cassette		active	Replaceable divertor assembly designed for remote handling exchange	corpus
electromagnetic-force	concept	电磁力	electromagnetic force		active	Forces on conducting structures during disruptions and fast transients	corpus
# ==== Batch 17: Fusion Organizations & Projects ====
eurofusion	organization	欧洲聚变能组织	EUROfusion		active	European consortium coordinating fusion research towards DEMO	corpus
f4e	organization	聚变能源机构	Fusion for Energy	F4E	active	EU domestic agency responsible for European contributions to ITER	corpus
swip	organization	核工业西南物理研究院	Southwestern Institute of Physics	SWIP	active	Chinese institute operating HL-2A and HL-2M tokamaks	corpus
asipp	organization	等离子体物理研究所	Institute of Plasma Physics CAS	ASIPP	active	Chinese institute operating EAST tokamak	corpus
cfs	organization	联邦聚变系统	Commonwealth Fusion Systems	CFS	active	Private company developing SPARC and ARC tokamaks with HTS magnets	corpus
tae-technologies	organization	TAE Technologies	TAE Technologies		active	Private company developing field-reversed configuration fusion	corpus
helion-energy	organization	Helion Energy	Helion Energy		active	Private company developing FRC-based pulsed fusion	corpus
general-atomics	organization	通用原子能	General Atomics	GA	active	US company operating DIII-D tokamak and developing fusion technology	corpus
ipp-garching	organization	马克斯·普朗克等离子体物理研究所	Max Planck Institute for Plasma Physics	IPP	active	German institute operating Wendelstein 7-X and ASDEX Upgrade	corpus
# ==== Batch 18: Magnetic Equilibrium & Plasma Geometry ====
magnetic-axis	concept	磁轴	magnetic axis		active	Central line of nested flux surfaces in a toroidal plasma	corpus
plasma-elongation	metric	等离子体拉长比	plasma elongation		active	Ratio of plasma height to width (kappa), key shaping parameter	corpus
plasma-triangularity	metric	等离子体三角形变	plasma triangularity		active	Measure of D-shape triangular deformation (delta) of plasma cross-section	corpus
aspect-ratio	metric	纵横比	aspect ratio		active	Ratio of major radius to minor radius R/a	corpus
magnetic-shear	metric	磁剪切	magnetic shear		active	Radial gradient of safety factor s = (r/q)(dq/dr)	corpus
reversed-shear	concept	反磁剪切	reversed shear		active	Configuration with non-monotonic q-profile having a central minimum	corpus
bootstrap-fraction	metric	自举电流份额	bootstrap fraction		active	Ratio of bootstrap current to total plasma current	corpus
pfirsch-schlueter-current	concept	Pfirsch-Schlüter电流	Pfirsch-Schlüter current		active	Neoclassical current arising from pressure gradient in toroidal geometry	corpus
negative-triangularity	concept	负三角形变	negative triangularity		active	Plasma shaping with inward-pointing D-shape, showing improved confinement	corpus
plasma-major-radius	metric	等离子体大半径	plasma major radius		active	Distance from torus axis to magnetic axis (R0)	corpus
plasma-minor-radius	metric	等离子体小半径	plasma minor radius		active	Half-width of the plasma cross-section (a)	corpus
# ==== Batch 19: L-H Transition & Edge Transport ====
l-h-transition	concept	L-H转换	L-H transition		active	Transition from low to high confinement mode	corpus
power-threshold	metric	功率阈值	power threshold		active	Minimum heating power required to trigger L-H transition	corpus
edge-transport-barrier	concept	边缘输运垒	edge transport barrier		active	Transport barrier at plasma edge associated with H-mode pedestal	corpus
blob-transport	concept	团块输运	blob transport		active	Intermittent radial transport in SOL by filamentary structures	corpus
detachment-front	concept	脱靶前沿	detachment front		active	Spatial boundary of the detached radiating region above divertor target	corpus
parallel-transport	concept	平行输运	parallel transport		active	Transport along magnetic field lines	corpus
cross-field-transport	concept	垂直输运	cross-field transport		active	Transport perpendicular to magnetic field lines across flux surfaces	corpus
sol-width	metric	SOL宽度	SOL width		active	Power decay length in scrape-off layer (lambda_q)	corpus
divertor-heat-flux	metric	偏滤器热负荷	divertor heat flux		active	Heat flux density on divertor target surface	corpus
recycling-coefficient	metric	再循环系数	recycling coefficient		active	Ratio of returning particle flux to incident flux at the wall	corpus
# ==== Batch 20: Plasma Waves ====
lower-hybrid-wave	concept	低杂波	lower hybrid wave		active	Electrostatic-electromagnetic wave used for LHCD heating and current drive	corpus
electron-bernstein-wave	concept	电子伯恩斯坦波	electron Bernstein wave	EBW	active	Electrostatic wave for heating overdense plasmas	corpus
ion-bernstein-wave	concept	离子伯恩斯坦波	ion Bernstein wave	IBW	active	Ion-scale electrostatic wave mode for plasma heating	corpus
fast-wave	concept	快波	fast wave		active	Fast magnetosonic wave used in ICRF heating	corpus
slow-wave	concept	慢波	slow wave		active	Slow electrostatic wave branch in lower hybrid range	corpus
alfven-continuum	concept	Alfvén连续谱	Alfvén continuum		active	Continuous spectrum of shear Alfvén waves in toroidal geometry	corpus
rsae	concept	反剪切Alfvén本征模	reversed shear Alfvén eigenmode	RSAE	active	Gap mode in reversed shear region, also called Alfvén cascade	corpus
bae	concept	β诱导Alfvén本征模	beta-induced Alfvén eigenmode	BAE	active	Alfvén eigenmode in the beta-induced gap of the continuum	corpus
energetic-particle-mode	concept	高能粒子模	energetic particle mode	EPM	active	Non-perturbative fast-ion driven mode in the Alfvén continuum	corpus
parametric-instability	concept	参数不稳定性	parametric instability		active	Nonlinear laser-plasma coupling instability important in ICF	corpus
# ==== Batch 21: Fusion Reactions & Nuclear Physics ====
dt-reaction	concept	D-T反应	D-T reaction		active	Deuterium-tritium fusion reaction producing 14.1 MeV neutron and 3.5 MeV alpha	corpus
deuterium-tritium	concept	氘氚	deuterium-tritium	D-T	active	Mixture of deuterium and tritium used as primary fusion fuel	corpus
deuterium-tritium-plasma	concept	氘氚等离子体	deuterium-tritium plasma		active	Plasma composed of deuterium and tritium ions	corpus
dt-fuel-cycle	concept	氘氚燃料循环	D-T fuel cycle		active	Closed fuel cycle specific to deuterium-tritium fusion	corpus
dd-reaction	concept	D-D反应	D-D reaction		active	Deuterium-deuterium fusion with two branches producing T+p or He3+n	corpus
d-he3-reaction	concept	D-³He反应	D-³He reaction		active	Low-neutron advanced fuel fusion reaction producing proton and alpha	corpus
fusion-triple-product	metric	聚变三乘积	fusion triple product		active	Product n·T·tau_E used as figure of merit for fusion ignition conditions	corpus
neutron-yield	metric	中子产额	neutron yield		active	Total number or rate of fusion neutrons produced	corpus
reaction-rate-coefficient	metric	反应速率系数	reaction rate coefficient		active	Maxwellian-averaged fusion reactivity <sigma*v>	corpus
q-value-reaction	metric	Q值	Q value		active	Energy released per fusion reaction	corpus
coulomb-logarithm	metric	库仑对数	Coulomb logarithm		active	Logarithmic factor in Coulomb collision frequency	corpus
slowing-down-time	metric	滑脱时间	slowing-down time		active	Characteristic time for fast ion thermalization via collisions	corpus
# ==== Batch 22: Advanced Tokamak & Operational Scenarios ====
current-hole	concept	电流空洞	current hole		active	Region of nearly zero toroidal current density near plasma center	corpus
internal-kink-mode	concept	内扭曲模	internal kink mode		active	m=1/n=1 MHD instability inside q=1 surface	corpus
sawtooth-crash	concept	锯齿崩塌	sawtooth crash		active	Periodic crash phase of sawtooth oscillation flattening central profiles	corpus
ntv	concept	新经典环向粘滞	neoclassical toroidal viscosity	NTV	active	Plasma braking torque from non-axisymmetric magnetic fields	corpus
intrinsic-rotation	concept	本征旋转	intrinsic rotation		active	Spontaneous plasma rotation without external momentum input	corpus
momentum-transport	concept	动量输运	momentum transport		active	Radial transport of toroidal angular momentum	corpus
profile-stiffness	concept	剖面刚性	profile stiffness		active	Tendency of transport to maintain profiles near critical gradient	corpus
critical-gradient	concept	临界梯度	critical gradient		active	Threshold gradient above which micro-instabilities drive strong transport	corpus
fully-non-inductive	concept	完全非感应运行	fully non-inductive operation		active	Steady-state operation with 100% non-inductive current drive	corpus
steady-state-high-beta	concept	稳态高β运行	steady-state high-beta operation		active	Advanced tokamak target scenario combining high beta with steady state	corpus
# ==== Batch 23: Superconducting Magnet Engineering ====
ac-loss	concept	交流损耗	AC loss		active	Heat generation in superconductor from time-varying magnetic fields	corpus
strain-sensitivity	concept	应变敏感性	strain sensitivity		active	Dependence of critical current on mechanical strain in Nb3Sn conductors	corpus
joint-resistance	metric	接头电阻	joint resistance		active	Electrical resistance at superconducting cable joints	corpus
tf-ripple	concept	环向场纹波	toroidal field ripple		active	Periodic variation of toroidal field due to finite number of TF coils	corpus
demountable-joint	system	可拆卸接头	demountable joint		active	Separable superconducting joint enabling modular magnet maintenance	corpus
magnet-bore	metric	磁体孔径	magnet bore		active	Clear internal opening of toroidal field coil	corpus
winding-pack	system	绕组包	winding pack		active	Assembly of superconducting cable turns forming the magnet coil	corpus
magnet-structure	system	磁体结构件	magnet structure		active	Structural casing and support for superconducting coils	corpus
insulation-material	material	绝缘材料	insulation material		active	Turn-to-turn and layer-to-layer electrical insulation in magnet windings	corpus
magnet-cooling	system	磁体冷却	magnet cooling		active	Cryogenic cooling system maintaining superconducting operating temperature	corpus
# ==== Batch 24: Plasma-Wall Interaction Details ====
chemical-erosion	concept	化学腐蚀	chemical erosion		active	Erosion of carbon materials via chemical reaction with hydrogen isotopes	corpus
physical-sputtering	concept	物理溅射	physical sputtering		active	Surface atom ejection by energetic ion bombardment	corpus
dust	concept	粉尘	dust		active	Micron-scale particulates generated from PFC erosion and disruptions	corpus
arcing	concept	电弧	arcing		active	Localized arc discharge between plasma and wall surface causing damage	corpus
melt-damage	concept	熔化损伤	melt damage		active	PFC surface melting from transient high heat loads	corpus
mixed-material	concept	混合材料	mixed material		active	Co-deposited layers of multiple PFC materials (e.g. Be-W)	corpus
wall-conditioning	method	壁调理	wall conditioning		active	Surface preparation techniques for impurity control before plasma operation	corpus
glow-discharge-cleaning	method	辉光放电清洗	glow discharge cleaning	GDC	active	Low-pressure gas discharge technique for vessel wall cleaning	corpus
boronization	method	硼化	boronization		active	Deposition of thin boron film on vessel walls for impurity control	corpus
tritium-removal	method	氚滞留清除	tritium removal		active	Techniques for removing retained tritium from PFCs	corpus
# ==== Batch 25: Computational Physics Methods ====
fokker-planck-equation	concept	Fokker-Planck方程	Fokker-Planck equation		active	Kinetic equation describing collisional evolution of particle distribution function	corpus
vlasov-equation	concept	Vlasov方程	Vlasov equation		active	Collisionless kinetic equation for plasma distribution function	corpus
ray-tracing	method	射线追踪	ray tracing		active	Geometrical optics method for computing wave propagation and power deposition	corpus
flux-tube-simulation	method	磁通管模拟	flux tube simulation		active	Local gyrokinetic simulation in a field-aligned flux tube domain	corpus
reduced-mhd	concept	约化MHD	reduced MHD		active	Simplified MHD model valid for low-beta, large-aspect-ratio plasmas	corpus
extended-mhd	concept	扩展MHD	extended MHD		active	MHD model including two-fluid, FLR, and kinetic closure effects	corpus
two-fluid-model	concept	双流体模型	two-fluid model		active	Plasma model treating electrons and ions as separate coupled fluids	corpus
delta-f-method	method	δf方法	delta-f method		active	PIC noise reduction technique evolving only the perturbed distribution	corpus
full-f-method	method	全f方法	full-f method		active	PIC method evolving the complete distribution function	corpus
continuum-kinetic	method	连续谱动理学	continuum kinetic		active	Direct discretization of Vlasov equation on phase-space grid	corpus
# ==== Batch 26: Safety, Regulation & Standards ====
defense-in-depth	concept	纵深防御	defense in depth		active	Multi-layered safety design philosophy for nuclear facilities	corpus
safety-classification	concept	安全分级	safety classification		active	Categorization of systems by their safety importance	corpus
iaea	organization	国际原子能机构	International Atomic Energy Agency	IAEA	active	UN agency for peaceful nuclear technology and safeguards	corpus
confinement-function	concept	包容功能	confinement function		active	Safety function providing containment barriers for radioactive materials	corpus
maximum-credible-accident	concept	最大可信事故	maximum credible accident		active	Most severe postulated accident scenario for safety analysis	corpus
source-term	concept	源项	source term		active	Quantification of radioactive material released in accident scenarios	corpus
emergency-planning-zone	concept	应急计划区	emergency planning zone	EPZ	active	Designated area for emergency response planning around nuclear facility	corpus
occupational-dose-limit	limit	职业剂量限值	occupational dose limit		active	Annual dose limit for radiation workers	corpus
# ==== Batch 27: RF Heating & Current Drive Physics ====
minority-heating	concept	少数粒子加热	minority heating		active	ICRF minority ion resonance heating scheme	corpus
harmonic-heating	concept	谐波加热	harmonic heating		active	Heating at higher harmonics of the cyclotron frequency	corpus
mode-conversion	concept	模式转换	mode conversion		active	Wave mode conversion heating mechanism at ion-ion hybrid layer	corpus
antenna-coupling	concept	天线耦合	antenna coupling		active	RF wave coupling from antenna to plasma	corpus
wave-absorption	concept	波吸收	wave absorption		active	Plasma power absorption of RF waves	corpus
n-parallel	metric	平行折射率	parallel refractive index		active	Parallel wave vector component N_parallel controlling wave-plasma interaction	corpus
multipactor	concept	二次电子倍增放电	multipactor		active	Secondary electron multiplication discharge in RF components	corpus
full-wave-simulation	method	全波模拟	full-wave simulation		active	Full Maxwell equation wave propagation simulation	corpus
antenna-loading	metric	天线负载	antenna loading		active	Plasma coupling component of antenna impedance	corpus
faraday-screen	system	法拉第屏	Faraday screen		active	Electrostatic screen in front of ICRF antenna	corpus
# ==== Batch 28: Particle Orbit Physics ====
passing-particle	concept	通行粒子	passing particle		active	Untrapped particle traversing the full torus	corpus
trapped-particle	concept	俘获粒子	trapped particle		active	Banana-orbit particle reflected by magnetic mirror force	corpus
bounce-frequency	metric	弹跳频率	bounce frequency		active	Oscillation frequency of trapped particle in banana orbit	corpus
precession-drift	concept	进动漂移	toroidal precession drift		active	Toroidal precession of trapped particles	corpus
exb-drift	concept	E×B漂移	E×B drift		active	Particle drift perpendicular to both E and B fields	corpus
grad-b-drift	concept	∇B漂移	grad-B drift		active	Particle drift due to magnetic field gradient	corpus
curvature-drift	concept	曲率漂移	curvature drift		active	Particle drift due to magnetic field line curvature	corpus
diamagnetic-drift	concept	抗磁漂移	diamagnetic drift		active	Fluid drift driven by pressure gradient	corpus
orbit-loss	concept	轨道损失	orbit loss		active	Fast ion loss due to large orbit width exceeding confinement	corpus
prompt-loss	concept	瞬时损失	prompt loss		active	Fast ion loss on first orbit after birth	corpus
# ==== Batch 29: Confinement Scaling & Performance Metrics ====
confinement-scaling	concept	约束标度律	confinement scaling law		active	Empirical scaling law for energy confinement time	corpus
h-factor	metric	H因子	H-factor		active	Confinement quality factor tau_E / tau_scaling	corpus
troyon-limit	metric	Troyon极限	Troyon limit		active	MHD stability limit on normalized beta_N	corpus
greenwald-fraction	metric	Greenwald份额	Greenwald fraction		active	Ratio of line-averaged density to Greenwald density	corpus
power-degradation	concept	功率退化	power degradation		active	Confinement degradation with increasing heating power	corpus
isotope-effect	concept	同位素效应	isotope effect		active	Confinement dependence on hydrogen isotope mass	corpus
size-scaling	concept	尺寸标度	size scaling		active	Confinement scaling with device size	corpus
mhd-stability-limit	metric	MHD稳定极限	MHD stability limit		active	MHD stability boundary of plasma operation	corpus
density-limit	metric	密度极限	density limit		active	Maximum sustainable plasma density boundary	corpus
stored-energy	metric	等离子体储能	stored energy		active	Total thermodynamic energy of confined plasma	corpus
# ==== Batch 30: Plasma Control & Actuators ====
vertical-stability	concept	垂直稳定性	vertical stability		active	Axisymmetric stability of elongated plasma	corpus
gap-control	method	间隙控制	gap control		active	Feedback control of plasma-wall clearance	corpus
kinetic-control	method	动理学控制	kinetic control		active	Active control of plasma kinetic profiles	corpus
burn-control	method	燃烧控制	burn control		active	Active regulation of fusion burn conditions	corpus
actuator	concept	执行器	actuator		active	Physical action device for plasma control	corpus
plasma-ramp-up	concept	等离子体升流	plasma ramp-up		active	Initial plasma current ramp-up phase	corpus
plasma-ramp-down	concept	等离子体降流	plasma ramp-down		active	Plasma current termination ramp-down phase	corpus
feedback-control	method	反馈控制	feedback control		active	Closed-loop control based on real-time measurements	corpus
model-predictive-control	method	模型预测控制	model predictive control	MPC	active	Model-based feedforward + feedback optimization control	corpus
plasma-state-estimation	method	等离子体状态估计	plasma state estimation		active	Reconstruction of full plasma state from limited diagnostics	corpus
# ==== Batch 31: Blanket Engineering Details ====
beryllium-multiplier	system	铍中子倍增层	beryllium multiplier		active	Neutron multiplication layer in solid blanket using beryllium	corpus
breeding-zone	system	增殖区	breeding zone		active	Blanket region containing tritium breeding material	corpus
back-plate	system	背板	back plate		active	Structural support plate behind the first wall	corpus
coolant-manifold	system	冷却歧管	coolant manifold		active	Blanket coolant distribution and collection manifold	corpus
purge-gas	concept	吹扫气	purge gas		active	Helium gas for extracting tritium from ceramic breeders	corpus
thermal-fatigue	concept	热疲劳	thermal fatigue		active	Material fatigue from cyclic thermal loading	corpus
irradiation-creep	concept	辐照蠕变	irradiation creep		active	Neutron irradiation enhanced creep deformation	corpus
functional-material	material	功能材料	functional material		active	Multiplier, breeder and coolant materials in blanket	corpus
coolant-chemistry	concept	冷却剂化学	coolant chemistry		active	Chemical control of blanket coolant	corpus
thermo-mechanical-analysis	method	热机械分析	thermo-mechanical analysis		active	Coupled thermal and mechanical stress analysis	corpus
# ==== Batch 32: Vacuum & Fueling Technology ====
vacuum-pumping	system	真空抽气	vacuum pumping		active	Pumping system maintaining vacuum vessel base pressure	corpus
base-pressure	metric	本底气压	base pressure		active	Vacuum vessel background pressure before plasma operation	corpus
outgassing	concept	出气	outgassing		active	Release of adsorbed gases from vacuum vessel walls	corpus
bakeout	method	烘烤除气	bakeout		active	High-temperature degassing to reduce base pressure	corpus
gas-injection-valve	system	进气阀	gas injection valve		active	Fast electromagnetic valve for gas injection	corpus
pellet-guide-tube	system	弹丸导管	pellet guide tube		active	Curved tube guiding pellets from injector to plasma	corpus
pellet-ablation	concept	弹丸烧蚀	pellet ablation		active	Fuel pellet surface ablation in hot plasma	corpus
cryogenic-pellet	system	低温弹丸	cryogenic pellet		active	Frozen hydrogen isotope fuel pellet	corpus
compact-toroid-injection	method	紧凑环注入	compact toroid injection	CTI	active	CT injection for deep fueling and current drive	corpus
gas-balance	concept	气体平衡	gas balance		active	Balance of gas injection, recycling and pumping in device	corpus
# ==== Batch 33: Nuclear Analysis Details ====
nuclear-data-library	concept	核数据库	nuclear data library		active	Evaluated nuclear data file collection (parent concept of ENDF/JEFF etc.)	corpus
contact-dose-rate	metric	接触剂量率	contact dose rate		active	Dose rate at the surface of activated components	corpus
clearance-index	metric	清洁解控指数	clearance index		active	Unconditional clearance criterion for radioactive waste	corpus
gas-production-rate	metric	气体产额	gas production rate		active	He/H gas production from nuclear reactions in materials	corpus
helium-production	concept	氦产生	helium production		active	Helium generation via (n,alpha) reactions in structural materials	corpus
neutron-flux	metric	中子通量	neutron flux		active	Neutron flow intensity per unit area	corpus
photon-dose	metric	光子剂量	photon dose		active	Radiation dose from secondary photons	corpus
deep-penetration	concept	深穿透	deep penetration		active	Neutron streaming in thick shielding	corpus
activation-foil	system	活化箔	activation foil		active	Metal foil for neutron spectrum measurement	corpus
nuclear-response-function	concept	核响应函数	nuclear response function		active	Response kernel for nuclear heating, He production etc.	corpus
# ==== Batch 34: Fusion Economics & Project Management ====
first-of-a-kind	concept	首台堆	first-of-a-kind	FOAK	active	First-built cost baseline for fusion power plant	corpus
nth-of-a-kind	concept	第N台堆	nth-of-a-kind	NOAK	active	Series-production steady-state cost baseline	corpus
learning-rate	metric	学习率	learning rate		active	Cost reduction fraction per doubling of production units	corpus
supply-chain	concept	供应链	supply chain		active	Manufacturing and raw material supply chain for fusion components	corpus
component-qualification	method	部件鉴定	component qualification		active	Qualification procedure for critical nuclear components	corpus
prototype-reactor	concept	原型堆	prototype reactor		active	Engineering validation prototype before DEMO	corpus
integrated-commissioning	method	综合调试	integrated commissioning		active	System-level joint commissioning of the device	corpus
construction-schedule	concept	建造进度	construction schedule		active	Construction timeline for large fusion devices	corpus
regulatory-approval	concept	审批许可	regulatory approval		active	Government approval for nuclear facility construction and operation	corpus
decommissioning-cost	metric	退役费用	decommissioning cost		active	Device decommissioning and radioactive cleanup cost	corpus
# ==== Batch 35: Confinement Modes & Transport Phenomena ====
i-mode	concept	I模	I-mode		active	Intermediate confinement regime with L-mode density and H-mode temperature	corpus
super-h-mode	concept	超级H模	super H-mode		active	High-performance H-mode with very wide/tall pedestal	corpus
density-peaking	concept	密度峰化	density peaking		active	Density profile peaking toward plasma center	corpus
impurity-accumulation	concept	杂质积聚	impurity accumulation		active	High-Z impurity accumulation in plasma core	corpus
tungsten-accumulation	concept	钨积聚	tungsten accumulation		active	Hazardous tungsten impurity enrichment in core	corpus
rotation-reversal	concept	旋转反转	rotation reversal		active	Spontaneous rotation direction reversal at density transition	corpus
density-pump-out	concept	密度泵出	density pump-out		active	Transient density drop during H-mode transition	corpus
